Id,Title,Score,Text,CreationDate
"46542385","refactoring spring boot application to use npm modules","0","I had a spring boot application referencing js files from resources/static folder. I installed node modules in that application in the root of the project. Can i load npm downloaded modules in java spring boot application ? How shall i reference the js libraries in html files of the application ?","2017-10-03 10:24:45"
"46542385","refactoring spring boot application to use npm modules","0","<spring-boot><npm>","2017-10-03 10:24:45"
"46542385","refactoring spring boot application to use npm modules","0","I had a spring boot application referencing JS files from resources/static folder. I installed node modules in that application in the root of the project. Can I load `npm` downloaded modules in java spring boot application ? How shall I reference the JS libraries in html files of the application ?","2017-10-03 12:45:57"
"29707139","refactor code for big value","0","refactor code for big value","2015-04-17 18:45:39"
"29707139","refactor code for big value","0","I want to use this code to convert bytes into proper values 

    import java.util.*;
    import java.lang.*;
    import java.io.*;
    import java.text.DecimalFormat;
    
    public class Ideone
    {
    
        public static void main (String[] args) throws java.lang.Exception
        {
            String readableFileSize = readableFileSize(9394343298L);
            System.out.println(""Result "" + readableFileSize);
        }
    
    
    
        public static String readableFileSize(long size)
        {
                if (size <= 0)
                    return ""0"";
                final String[] units = new String[]
                {
                    ""B"", ""kB"", ""MB"", ""GB"", ""TB""
                };
                int digitGroups = (int) (Math.log10(size) / Math.log10(1024));
                return new DecimalFormat(""#,##0.#"").format(size / Math.pow(1024, digitGroups)) + "" "" + units[digitGroups];
        }
    }

The lode works but I have to place L after the number. In my case I use closed source library which when I use it I can't add L. Is there any way to refactor to code to convert very big values into proper format?","2015-04-17 18:45:39"
"29707139","refactor code for big value","0","<java><long-integer>","2015-04-17 18:45:39"
"5130592","refactoring will_paginate attributes in a controller query","0","refactoring will_paginate attributes in a controller query","2011-02-27 00:09:33"
"5130592","refactoring will_paginate attributes in a controller query","0","Hey. I am using the following line over and over in my controller index queries. Does it makes sense to create a new application method to re-use it? Any suggestions on how I could extract this and perhaps pass the `:per_page` attribute a variable parameter? 


    paginate :page => params[:page], :per_page => 12

Thanks for your time!","2011-02-27 00:09:33"
"5130592","refactoring will_paginate attributes in a controller query","0","<ruby-on-rails><ruby-on-rails-3><refactoring><helper>","2011-02-27 00:09:33"
"5863730","refactor accessing child controls in ASP.NET?","0","refactor accessing child controls in ASP.NET?","2011-05-02 23:59:18"
"5863730","refactor accessing child controls in ASP.NET?","0","Is there any way to refactor this:

    placeholder1.Controls[0].Controls[0].Controls[0].Controls[0].Controls[1].Controls[1].Controls[1].ClientID.ToString();

Thanks
","2011-05-02 23:59:18"
"5863730","refactor accessing child controls in ASP.NET?","0","<asp.net>","2011-05-02 23:59:18"
"5863730","refactor accessing child controls in ASP.NET?","0","> **Possible Duplicate:**  
> [Better way to find control in ASP.NET](http://stackoverflow.com/questions/4955769/better-way-to-find-control-in-asp-net)  

<!-- End of automatically inserted text -->

Hi,

Is there any way to refactor this:

    placeholder1.Controls[0].Controls[0].Controls[0].Controls[0].Controls[1].Controls[1].Controls[1].ClientID.ToString();

Thanks
","2011-05-04 21:09:16"
"5863730","refactor accessing child controls in ASP.NET?","0","> **Possible Duplicate:**  
> [Better way to find control in ASP.NET](https://stackoverflow.com/questions/4955769/better-way-to-find-control-in-asp-net)  

<!-- End of automatically inserted text -->

Hi,

Is there any way to refactor this:

    placeholder1.Controls[0].Controls[0].Controls[0].Controls[0].Controls[1].Controls[1].Controls[1].ClientID.ToString();

Thanks
","2017-05-23 12:12:02"
"5863730","refactor accessing child controls in ASP.NET?","0","{""OriginalQuestionIds"":[4955769],""Voters"":[{""Id"":22303,""DisplayName"":""Kon""},{""Id"":97010,""DisplayName"":""Muhammad Akhtar""},{""Id"":417057,""DisplayName"":""VinayC""},{""Id"":76337,""DisplayName"":""John Saunders""},{""Id"":131433,""DisplayName"":""bmargulies""}]}","2011-05-04 21:09:16"
"7302745","refactoring code in symfony","0","refactoring code in symfony","2011-09-04 23:25:06"
"7302745","refactoring code in symfony","0","    if (!$this->getUser()->isAuthenticated())
    {
      $this->redirect('login/index');
    }

i would like add this code for many actions in different modules. I must copy this code for each action? I would like make somethings:


    //module 
    
    class Invite
    public function executeIndex {
     sfConfig:get('redirect');
    }
    
    
    class Home
    public function executeIndex {
     sfConfig:get('redirect');
    }
    
    public function executeShow {
      sfConfig:get('redirect');
    }


if  can't be in different modules, although it might in a single?
","2011-09-04 23:25:06"
"7302745","refactoring code in symfony","0","<php><symfony1><symfony-1.4>","2011-09-04 23:25:06"
"22691648","refactoring code that contains ""button addTarget""","0","refactoring code that contains ""button addTarget""","2014-03-27 15:07:09"
"22691648","refactoring code that contains ""button addTarget""","0","I have a lot of places of a code that changes a view in UINavigationBar.  
So the code is something like this:

    UIButton *butt2=[UIButton buttonWithType:UIButtonTypeCustom ];
    
    [butt2 setFrame:CGRectMake(285, 7, 30, 25)];
    [butt2 setTag:2];
    [butt2 setImage:[UIImage imageNamed:@""tag_icon.png""] forState:UIControlStateNormal];
    [butt2 addTarget:self action:@selector(revealMenu:) forControlEvents:UIControlEventTouchDown];
    [self.navigationController.navigationBar addSubview:butt2] ;

I want to create a method that gets argument of the different things in the code which is:  
1. the image (easy)  
2. The action of the button - **AHA! This one I couldn't figure out how to do**","2014-03-27 15:07:09"
"22691648","refactoring code that contains ""button addTarget""","0","<ios><refactoring>","2014-03-27 15:07:09"
